,variable,column,year,sample,population
1902,Colorado,BPLD,1910,1910 1.4% sample with oversamples,234646.0199999951
1903,Illinois,BPLD,1910,1910 1.4% sample with oversamples,54284.46999999945
1904,Nebraska,BPLD,1910,1910 1.4% sample with oversamples,23449.16999999982
1905,Oklahoma,BPLD,1910,1910 1.4% sample with oversamples,3944.0500000000015
1906,Virginia,BPLD,1910,1910 1.4% sample with oversamples,5521.670000000002
1907,New York,BPLD,1910,1910 1.4% sample with oversamples,24237.97999999981
1908,Utah,BPLD,1910,1910 1.4% sample with oversamples,1864.4600000000005
1909,Denmark,BPLD,1910,1910 1.4% sample with oversamples,4015.7600000000016
1910,Austria,BPLD,1910,1910 1.4% sample with oversamples,11330.179999999966
1911,Sweden,BPLD,1910,1910 1.4% sample with oversamples,13696.609999999937
1912,Vermont,BPLD,1910,1910 1.4% sample with oversamples,2796.690000000001
1913,Italy,BPLD,1910,1910 1.4% sample with oversamples,13624.899999999938
1914,Ohio,BPLD,1910,1910 1.4% sample with oversamples,29401.099999999748
1915,Germany,BPLD,1910,1910 1.4% sample with oversamples,16708.429999999902
1916,Wisconsin,BPLD,1910,1910 1.4% sample with oversamples,11545.309999999963
1917,West Virginia,BPLD,1910,1910 1.4% sample with oversamples,3226.950000000001
1918,Iowa,BPLD,1910,1910 1.4% sample with oversamples,44245.06999999957
1919,Scotland,BPLD,1910,1910 1.4% sample with oversamples,4446.020000000001
1920,Massachusetts,BPLD,1910,1910 1.4% sample with oversamples,4446.020000000001
1921,Montana,BPLD,1910,1910 1.4% sample with oversamples,860.5200000000001
1922,Florida,BPLD,1910,1910 1.4% sample with oversamples,215.13
1923,Tennessee,BPLD,1910,1910 1.4% sample with oversamples,7171.000000000003
1924,California,BPLD,1910,1910 1.4% sample with oversamples,2653.270000000001
1925,Louisiana,BPLD,1910,1910 1.4% sample with oversamples,860.5200000000001
1926,France,BPLD,1910,1910 1.4% sample with oversamples,645.39
1927,Oregon,BPLD,1910,1910 1.4% sample with oversamples,645.39
1928,New Mexico,BPLD,1910,1910 1.4% sample with oversamples,15116.299999999928
1929,Finland,BPLD,1910,1910 1.4% sample with oversamples,788.8100000000001
1930,Georgia,BPLD,1910,1910 1.4% sample with oversamples,2509.850000000001
1931,District of Columbia,BPLD,1910,1910 1.4% sample with oversamples,501.9699999999999
1932,Maryland,BPLD,1910,1910 1.4% sample with oversamples,1864.4600000000005
1933,New Jersey,BPLD,1910,1910 1.4% sample with oversamples,2868.400000000001
1934,Arizona,BPLD,1910,1910 1.4% sample with oversamples,435.4599999999999
1935,Wyoming,BPLD,1910,1910 1.4% sample with oversamples,2509.850000000001
1936,Arkansas,BPLD,1910,1910 1.4% sample with oversamples,4302.600000000001
1937,South Dakota,BPLD,1910,1910 1.4% sample with oversamples,3872.3400000000015
1938,Minnesota,BPLD,1910,1910 1.4% sample with oversamples,4159.180000000001
1939,Wales,BPLD,1910,1910 1.4% sample with oversamples,2366.4300000000007
1940,Norway,BPLD,1910,1910 1.4% sample with oversamples,2007.8800000000006
1941,Other USSR/Russia,BPLD,1910,1910 1.4% sample with oversamples,15847.90999999991
1942,Mexico,BPLD,1910,1910 1.4% sample with oversamples,2151.3000000000006
1943,Switzerland,BPLD,1910,1910 1.4% sample with oversamples,1434.2000000000003
1944,Cuba,BPLD,1910,1910 1.4% sample with oversamples,215.13
1945,New Hampshire,BPLD,1910,1910 1.4% sample with oversamples,1075.65
1946,South Carolina,BPLD,1910,1910 1.4% sample with oversamples,215.13
1947,"United States, ns",BPLD,1910,1910 1.4% sample with oversamples,1721.0400000000004
1948,North Carolina,BPLD,1910,1910 1.4% sample with oversamples,3657.2100000000014
1949,Portugal,BPLD,1910,1910 1.4% sample with oversamples,71.71
1950,Alabama,BPLD,1910,1910 1.4% sample with oversamples,2366.4300000000007
1951,Argentina,BPLD,1910,1910 1.4% sample with oversamples,358.54999999999995
1952,Japan,BPLD,1910,1910 1.4% sample with oversamples,788.8100000000001
1953,Connecticut,BPLD,1910,1910 1.4% sample with oversamples,1864.4600000000005
1954,St. Croix,BPLD,1910,1910 1.4% sample with oversamples,71.71
1955,Maine,BPLD,1910,1910 1.4% sample with oversamples,2724.980000000001
1956,Hungary,BPLD,1910,1910 1.4% sample with oversamples,932.2300000000001
1957,Panama,BPLD,1910,1910 1.4% sample with oversamples,71.71
1958,Washington,BPLD,1910,1910 1.4% sample with oversamples,1290.7800000000002
1959,Romania,BPLD,1910,1910 1.4% sample with oversamples,286.84
1960,Turkey,BPLD,1910,1910 1.4% sample with oversamples,143.42
1961,Mississippi,BPLD,1910,1910 1.4% sample with oversamples,1290.7800000000002
1962,Nova Scotia,BPLD,1910,1910 1.4% sample with oversamples,286.84
1963,New Brunswick,BPLD,1910,1910 1.4% sample with oversamples,71.71
1964,Netherlands,BPLD,1910,1910 1.4% sample with oversamples,645.39
1965,Rhode Island,BPLD,1910,1910 1.4% sample with oversamples,860.5200000000001
1966,Delaware,BPLD,1910,1910 1.4% sample with oversamples,286.84
1967,"Prussia, nec",BPLD,1910,1910 1.4% sample with oversamples,143.42
1968,Newfoundland,BPLD,1910,1910 1.4% sample with oversamples,71.71
1969,Indian Territory,BPLD,1910,1910 1.4% sample with oversamples,215.13
1970,Belgium,BPLD,1910,1910 1.4% sample with oversamples,215.13
1971,At sea,BPLD,1910,1910 1.4% sample with oversamples,286.84
1972,North Dakota,BPLD,1910,1910 1.4% sample with oversamples,430.25999999999993
1973,Pacific Islands,BPLD,1910,1910 1.4% sample with oversamples,143.42
1974,Idaho,BPLD,1910,1910 1.4% sample with oversamples,286.84
1975,Poland,BPLD,1910,1910 1.4% sample with oversamples,143.42
1976,Croatia,BPLD,1910,1910 1.4% sample with oversamples,358.54999999999995
1977,Greece,BPLD,1910,1910 1.4% sample with oversamples,860.5200000000001
1978,Montenegro,BPLD,1910,1910 1.4% sample with oversamples,71.71
1979,Dakota Territory,BPLD,1910,1910 1.4% sample with oversamples,215.13
1980,Bulgaria,BPLD,1910,1910 1.4% sample with oversamples,71.71
1981,"Southwest Asia, nec/ns",BPLD,1910,1910 1.4% sample with oversamples,71.71
1982,Nevada,BPLD,1910,1910 1.4% sample with oversamples,215.13
1983,Abroad (US citizen),BPLD,1910,1910 1.4% sample with oversamples,71.71
1984,"Europe, ns.",BPLD,1910,1910 1.4% sample with oversamples,430.25999999999993
1985,European Turkey,BPLD,1910,1910 1.4% sample with oversamples,71.71
1986,Spain,BPLD,1920,1920 1%,794.35
1987,Colorado,BPLD,1920,1920 1%,317708.1799999945
1988,Nebraska,BPLD,1920,1920 1%,37367.64000000007
1989,Kansas,BPLD,1920,1920 1%,54114.970000000016
1990,Indiana,BPLD,1920,1920 1%,22746.269999999982
1991,Ohio,BPLD,1920,1920 1%,27555.229999999956
1992,Missouri,BPLD,1920,1920 1%,65634.59999999999
1993,Denmark,BPLD,1920,1920 1%,4916.300000000002
1994,North Carolina,BPLD,1920,1920 1%,2937.969999999999
1995,Other USSR/Russia,BPLD,1920,1920 1%,15256.209999999955
1996,Canada,BPLD,1920,1920 1%,6828.490000000001
1997,Kentucky,BPLD,1920,1920 1%,11878.149999999998
1998,"United States, ns",BPLD,1920,1920 1%,5659.129999999999
1999,Oregon,BPLD,1920,1920 1%,1238.9599999999998
2000,Pennsylvania,BPLD,1920,1920 1%,19299.249999999975
2001,New York,BPLD,1920,1920 1%,17666.64999999997
2002,Germany,BPLD,1920,1920 1%,8751.99
2003,Illinois,BPLD,1920,1920 1%,51068.38999999996
2004,Iowa,BPLD,1920,1920 1%,43622.010000000046
2005,California,BPLD,1920,1920 1%,4136.670000000001
2006,Sweden,BPLD,1920,1920 1%,9260.039999999994
2007,England,BPLD,1920,1920 1%,9924.509999999998
2008,Montana,BPLD,1920,1920 1%,1388.2499999999998
2009,Poland,BPLD,1920,1920 1%,610.3399999999999
2010,Washington,BPLD,1920,1920 1%,1702.1100000000001
2011,Finland,BPLD,1920,1920 1%,1143.0099999999998
2012,Italy,BPLD,1920,1920 1%,13630.609999999997
2013,Switzerland,BPLD,1920,1920 1%,2078.68
2014,Japan,BPLD,1920,1920 1%,1718.61
2015,Oklahoma,BPLD,1920,1920 1%,14071.88999999999
2016,Hamburg,BPLD,1920,1920 1%,307.40999999999997
2017,West Virginia,BPLD,1920,1920 1%,3873.6700000000014
2018,Mississippi,BPLD,1920,1920 1%,1753.8199999999997
2019,Philippines,BPLD,1920,1920 1%,314.03
2020,Massachusetts,BPLD,1920,1920 1%,3411.3800000000006
2021,Georgia,BPLD,1920,1920 1%,2603.8399999999997
2022,New Mexico,BPLD,1920,1920 1%,17034.01999999998
2023,Mexico,BPLD,1920,1920 1%,13779.990000000003
2024,Louisiana,BPLD,1920,1920 1%,1894.34
2025,Arkansas,BPLD,1920,1920 1%,8041.630000000006
2026,Scotland,BPLD,1920,1920 1%,2392.0899999999992
2027,Florida,BPLD,1920,1920 1%,625.6
2028,New Hampshire,BPLD,1920,1920 1%,1175.61
2029,Maine,BPLD,1920,1920 1%,963.7699999999999
2030,Virginia,BPLD,1920,1920 1%,4706.760000000001
2031,Tennessee,BPLD,1920,1920 1%,6359.420000000003
2032,Maryland,BPLD,1920,1920 1%,1716.89
2033,Texas,BPLD,1920,1920 1%,10813.120000000008
2034,Vermont,BPLD,1920,1920 1%,1150.1200000000001
2035,Wisconsin,BPLD,1920,1920 1%,9530.339999999995
2036,District of Columbia,BPLD,1920,1920 1%,756.6800000000001
2037,Idaho,BPLD,1920,1920 1%,1859.9999999999998
2038,Ireland,BPLD,1920,1920 1%,5765.0700000000015
2039,Bohemia,BPLD,1920,1920 1%,859.4200000000001
2040,Utah,BPLD,1920,1920 1%,2534.38
2041,Minnesota,BPLD,1920,1920 1%,6540.720000000004
2042,Norway,BPLD,1920,1920 1%,1374.74
2043,South Dakota,BPLD,1920,1920 1%,2460.5899999999997
2044,Alabama,BPLD,1920,1920 1%,1831.3199999999997
2045,France,BPLD,1920,1920 1%,1144.82
2046,Baden,BPLD,1920,1920 1%,273.03
2047,Nevada,BPLD,1920,1920 1%,445.2
2048,Michigan,BPLD,1920,1920 1%,9545.869999999995
2049,Austria,BPLD,1920,1920 1%,4942.1500000000015
2050,Wales,BPLD,1920,1920 1%,1260.8099999999997
2051,Austria-Vienna,BPLD,1920,1920 1%,190.63
2052,Wyoming,BPLD,1920,1920 1%,3524.229999999999
2053,Austria-Kaernsten,BPLD,1920,1920 1%,189.56
2054,Alsace-Lorraine,BPLD,1920,1920 1%,196.70999999999998
2055,Isle of Man,BPLD,1920,1920 1%,94.78
2056,Hesse-Nassau,BPLD,1920,1920 1%,489.28999999999996
2057,Nova Scotia,BPLD,1920,1920 1%,6478.759999999995
2058,North Dakota,BPLD,1920,1920 1%,679.65
2059,Bohemia-Moravia,BPLD,1920,1920 1%,303.5
2060,British Columbia,BPLD,1920,1920 1%,83.85
2061,Greece,BPLD,1920,1920 1%,472.9599999999999
2062,New Jersey,BPLD,1920,1920 1%,2460.9200000000005
2063,Indian Territory,BPLD,1920,1920 1%,199.82
2064,Netherlands,BPLD,1920,1920 1%,780.1800000000001
2065,South Carolina,BPLD,1920,1920 1%,306.32
2066,Turkey Greece,BPLD,1920,1920 1%,199.82
2067,Bavaria,BPLD,1920,1920 1%,395.7
2068,Saxony,BPLD,1920,1920 1%,199.82
2069,Connecticut,BPLD,1920,1920 1%,1265.49
2070,Hanover,BPLD,1920,1920 1%,99.91
2071,Belgium,BPLD,1920,1920 1%,389.94
2072,Ukraine,BPLD,1920,1920 1%,389.94
2073,Dakota Territory,BPLD,1920,1920 1%,99.91
2074,Rheinland,BPLD,1920,1920 1%,194.69
2075,Rhode Island,BPLD,1920,1920 1%,608.84
2076,Portugal,BPLD,1920,1920 1%,99.91
2077,Galicia,BPLD,1920,1920 1%,199.82
2078,Russian Poland,BPLD,1920,1920 1%,199.82
2079,New Brunswick,BPLD,1920,1920 1%,99.91
2080,China,BPLD,1920,1920 1%,304.41999999999996
2081,Turkey,BPLD,1920,1920 1%,99.91
2082,Hungary,BPLD,1920,1920 1%,495.05000000000007
2083,Byelorussia,BPLD,1920,1920 1%,99.91
2084,Romania,BPLD,1920,1920 1%,99.91
2085,"Prussia, nec",BPLD,1920,1920 1%,370.73
2086,Arizona,BPLD,1920,1920 1%,1095.66
2087,Armenia,BPLD,1920,1920 1%,99.91
2088,Slovakia,BPLD,1920,1920 1%,779.24
2089,Brandenburg,BPLD,1920,1920 1%,90.21
2090,West Prussia,BPLD,1920,1920 1%,90.21
2091,Syria,BPLD,1920,1920 1%,811.6600000000001
2092,Slovenia,BPLD,1920,1920 1%,181.54
2093,Austria-Tyrol,BPLD,1920,1920 1%,581.86
2094,Prince Edward Island,BPLD,1920,1920 1%,90.72
2095,Bremen,BPLD,1920,1920 1%,107.96
2096,German Poland,BPLD,1920,1920 1%,90.72
2097,Berlin,BPLD,1920,1920 1%,338.04999999999995
2098,Macedonia,BPLD,1920,1920 1%,94.78
2099,Lebanon,BPLD,1920,1920 1%,209.2
2100,Yugoslavia,BPLD,1920,1920 1%,732.2
2101,Czechoslovakia,BPLD,1920,1920 1%,104.6
2102,Wurttemberg,BPLD,1920,1920 1%,279.34000000000003
2103,Egypt/United Arab Rep.,BPLD,1920,1920 1%,94.78
2104,Bulgaria,BPLD,1920,1920 1%,2086.5600000000004
2105,Australia,BPLD,1920,1920 1%,90.72
2106,Latvia,BPLD,1920,1920 1%,90.72
2107,Iowa,BPLD,1930,1930 1%,48758.84999999971
2108,Missouri,BPLD,1930,1930 1%,65011.79999999924
2109,Oklahoma,BPLD,1930,1930 1%,15546.300000000043
2110,Colorado,BPLD,1930,1930 1%,429340.3500000317
2111,Washington,BPLD,1930,1930 1%,1716.1500000000005
2112,New Mexico,BPLD,1930,1930 1%,27458.40000000013
2113,Sweden,BPLD,1930,1930 1%,9590.25
2114,Japan,BPLD,1930,1930 1%,1312.3500000000004
2115,New York,BPLD,1930,1930 1%,12315.90000000002
2116,Other USSR/Russia,BPLD,1930,1930 1%,13628.25000000003
2117,Wyoming,BPLD,1930,1930 1%,7874.09999999999
2118,Nebraska,BPLD,1930,1930 1%,46033.199999999786
2119,Ohio,BPLD,1930,1930 1%,20089.050000000076
2120,Nevada,BPLD,1930,1930 1%,201.9
2121,Maine,BPLD,1930,1930 1%,908.5500000000002
2122,Northern Ireland,BPLD,1930,1930 1%,706.6500000000001
2123,Kansas,BPLD,1930,1930 1%,61478.54999999934
2124,Indiana,BPLD,1930,1930 1%,21300.450000000084
2125,Michigan,BPLD,1930,1930 1%,9085.499999999996
2126,Italy,BPLD,1930,1930 1%,9893.100000000002
2127,Pennsylvania,BPLD,1930,1930 1%,16252.950000000048
2128,Illinois,BPLD,1930,1930 1%,51484.49999999963
2129,Austria,BPLD,1930,1930 1%,2624.7
2130,Serbia,BPLD,1930,1930 1%,201.9
2131,South Carolina,BPLD,1930,1930 1%,302.85
2132,Florida,BPLD,1930,1930 1%,100.95
2133,Greece,BPLD,1930,1930 1%,1413.3000000000004
2134,Wales,BPLD,1930,1930 1%,1312.3500000000004
2135,North Carolina,BPLD,1930,1930 1%,1716.1500000000005
2136,Oregon,BPLD,1930,1930 1%,1615.2000000000005
2137,Wisconsin,BPLD,1930,1930 1%,8681.699999999993
2138,Maryland,BPLD,1930,1930 1%,1211.4000000000003
2139,Arkansas,BPLD,1930,1930 1%,9792.150000000001
2140,English Canada,BPLD,1930,1930 1%,4946.549999999996
2141,West Virginia,BPLD,1930,1930 1%,2826.5999999999995
2142,Texas,BPLD,1930,1930 1%,17868.15000000006
2143,Arizona,BPLD,1930,1930 1%,1110.4500000000003
2144,England,BPLD,1930,1930 1%,6763.649999999992
2145,Tennessee,BPLD,1930,1930 1%,8378.849999999991
2146,Kentucky,BPLD,1930,1930 1%,10902.60000000001
2147,"United States, ns",BPLD,1930,1930 1%,2119.9500000000007
2148,Germany,BPLD,1930,1930 1%,8883.599999999995
2149,Alabama,BPLD,1930,1930 1%,3129.449999999999
2150,Ireland,BPLD,1930,1930 1%,2725.6499999999996
2151,Mississippi,BPLD,1930,1930 1%,1615.2000000000005
2152,Virginia,BPLD,1930,1930 1%,3230.3999999999987
2153,Georgia,BPLD,1930,1930 1%,1918.0500000000006
2154,Idaho,BPLD,1930,1930 1%,807.6000000000001
2155,Czechoslovakia,BPLD,1930,1930 1%,1009.5000000000002
2156,Minnesota,BPLD,1930,1930 1%,6763.649999999992
2157,North Dakota,BPLD,1930,1930 1%,1413.3000000000004
2158,South Dakota,BPLD,1930,1930 1%,4845.599999999996
2159,Louisiana,BPLD,1930,1930 1%,1211.4000000000003
2160,Massachusetts,BPLD,1930,1930 1%,3331.3499999999985
2161,Scotland,BPLD,1930,1930 1%,2624.7
2162,Denmark,BPLD,1930,1930 1%,2523.75
2163,Vermont,BPLD,1930,1930 1%,807.6000000000001
2164,Connecticut,BPLD,1930,1930 1%,1110.4500000000003
2165,Poland,BPLD,1930,1930 1%,2019.0000000000007
2166,Lithuania,BPLD,1930,1930 1%,201.9
2167,Montana,BPLD,1930,1930 1%,2826.5999999999995
2168,Mexico,BPLD,1930,1930 1%,16959.600000000053
2169,Yugoslavia,BPLD,1930,1930 1%,3028.499999999999
2170,Utah,BPLD,1930,1930 1%,3735.149999999998
2171,Norway,BPLD,1930,1930 1%,807.6000000000001
2172,Alsace-Lorraine,BPLD,1930,1930 1%,201.9
2173,Hungary,BPLD,1930,1930 1%,201.9
2174,India,BPLD,1930,1930 1%,100.95
2175,California,BPLD,1930,1930 1%,5653.199999999994
2176,District of Columbia,BPLD,1930,1930 1%,302.85
2177,Romania,BPLD,1930,1930 1%,504.75
2178,Abroad (US citizen),BPLD,1930,1930 1%,1211.4000000000003
2179,Philippines,BPLD,1930,1930 1%,302.85
2180,Switzerland,BPLD,1930,1930 1%,1009.5000000000002
2181,Netherlands,BPLD,1930,1930 1%,1009.5000000000002
2182,Delaware,BPLD,1930,1930 1%,100.95
2183,France,BPLD,1930,1930 1%,605.7
2184,Ecuador,BPLD,1930,1930 1%,100.95
2185,At sea,BPLD,1930,1930 1%,201.9
2186,New Hampshire,BPLD,1930,1930 1%,201.9
2187,"Europe, ns.",BPLD,1930,1930 1%,100.95
2188,New Jersey,BPLD,1930,1930 1%,1211.4000000000003
2189,Rhode Island,BPLD,1930,1930 1%,403.8
2190,French Canada,BPLD,1930,1930 1%,605.7
2191,Spain,BPLD,1930,1930 1%,100.95
2192,Finland,BPLD,1930,1930 1%,504.75
2193,Native American,BPLD,1930,1930 1%,100.95
2194,Canada,BPLD,1930,1930 1%,100.95
2195,Australia,BPLD,1930,1930 1%,100.95
2196,China,BPLD,1930,1930 1%,1211.4000000000003
2197,South America,BPLD,1930,1930 1%,100.95
2198,Bohemia,BPLD,1930,1930 1%,201.9
2199,Bohemia-Moravia,BPLD,1930,1930 1%,201.9
2200,Brazil,BPLD,1930,1930 1%,100.95
2201,Hamburg,BPLD,1930,1930 1%,100.95
2202,Baden,BPLD,1930,1930 1%,100.95
2203,Austria-Tyrol,BPLD,1930,1930 1%,403.8
2204,Silesia,BPLD,1930,1930 1%,100.95
2205,Bulgaria,BPLD,1930,1930 1%,201.9
2206,Argentina,BPLD,1930,1930 1%,302.85
2207,Cuba,BPLD,1930,1930 1%,100.95
2208,Belgium,BPLD,1930,1930 1%,302.85
2209,Saxony,BPLD,1930,1930 1%,100.95
2210,Wittenberg,BPLD,1930,1930 1%,100.95
2211,"Prussia, nec",BPLD,1930,1930 1%,100.95
2212,Israel,BPLD,1930,1930 1%,100.95
2213,Isle of Man,BPLD,1930,1930 1%,100.95
2214,Turkey,BPLD,1930,1930 1%,100.95
2215,Iowa,BPLD,1930,1930 5%,45537.92999999962
2216,Missouri,BPLD,1930,1930 5%,63825.51999999989
2217,Oklahoma,BPLD,1930,1930 5%,17656.259999999955
2218,Colorado,BPLD,1930,1930 5%,423581.399999892
2219,South Dakota,BPLD,1930,1930 5%,3825.1999999999953
2220,Kansas,BPLD,1930,1930 5%,60959.070000000225
2221,Mississippi,BPLD,1930,1930 5%,1744.400000000001
2222,Pennsylvania,BPLD,1930,1930 5%,17066.76999999995
2223,Ohio,BPLD,1930,1930 5%,19547.589999999924
2224,New York,BPLD,1930,1930 5%,14002.040000000005
2225,Nebraska,BPLD,1930,1930 5%,46947.559999999605
2226,Illinois,BPLD,1930,1930 5%,47411.76000000005
2227,Washington,BPLD,1930,1930 5%,1495.0500000000002
2228,Michigan,BPLD,1930,1930 5%,8876.740000000009
2229,Maine,BPLD,1930,1930 5%,1003.6099999999998
2230,New Mexico,BPLD,1930,1930 5%,26128.519999999775
2231,Other USSR/Russia,BPLD,1930,1930 5%,12669.000000000033
2232,Kentucky,BPLD,1930,1930 5%,10505.070000000003
2233,Sweden,BPLD,1930,1930 5%,8506.750000000016
2234,Austria-Hungary,BPLD,1930,1930 5%,100.08
2235,Wurttemberg,BPLD,1930,1930 5%,39.269999999999996
2236,Japan,BPLD,1930,1930 5%,1307.130000000001
2237,Hungary,BPLD,1930,1930 5%,524.5900000000003
2238,Germany,BPLD,1930,1930 5%,8934.37000000001
2239,Wyoming,BPLD,1930,1930 5%,6962.809999999995
2240,Italy,BPLD,1930,1930 5%,10550.77999999995
2241,Mexico,BPLD,1930,1930 5%,14713.689999999982
2242,Estonia,BPLD,1930,1930 5%,39.5
2243,English Canada,BPLD,1930,1930 5%,5318.509999999997
2244,Yugoslavia,BPLD,1930,1930 5%,2989.1900000000014
2245,Indiana,BPLD,1930,1930 5%,19062.079999999954
2246,Arizona,BPLD,1930,1930 5%,1207.8500000000006
2247,Scotland,BPLD,1930,1930 5%,2963.5099999999966
2248,Montana,BPLD,1930,1930 5%,2497.589999999997
2249,Nevada,BPLD,1930,1930 5%,340.3300000000001
2250,North Dakota,BPLD,1930,1930 5%,1610.570000000001
2251,New Jersey,BPLD,1930,1930 5%,1766.829999999999
2252,Texas,BPLD,1930,1930 5%,17791.62999999992
2253,Northern Ireland,BPLD,1930,1930 5%,500.1800000000001
2254,Oregon,BPLD,1930,1930 5%,1543.58
2255,Wisconsin,BPLD,1930,1930 5%,10260.390000000014
2256,Maryland,BPLD,1930,1930 5%,1507.0999999999988
2257,Bohemia,BPLD,1930,1930 5%,59.39
2258,California,BPLD,1930,1930 5%,4817.729999999998
2259,Tennessee,BPLD,1930,1930 5%,7639.559999999982
2260,Vermont,BPLD,1930,1930 5%,989.9600000000004
2261,Connecticut,BPLD,1930,1930 5%,1285.5599999999997
2262,Poland,BPLD,1930,1930 5%,2352.199999999997
2263,Austria,BPLD,1930,1930 5%,2719.039999999999
2264,Bulgaria,BPLD,1930,1930 5%,366.95000000000016
2265,Serbia,BPLD,1930,1930 5%,120.29999999999998
2266,South Carolina,BPLD,1930,1930 5%,521.5500000000001
2267,Florida,BPLD,1930,1930 5%,658.6800000000001
2268,England,BPLD,1930,1930 5%,7025.059999999997
2269,Idaho,BPLD,1930,1930 5%,1758.29
2270,Minnesota,BPLD,1930,1930 5%,6855.510000000003
2271,Switzerland,BPLD,1930,1930 5%,1200.52
2272,Arkansas,BPLD,1930,1930 5%,8087.189999999979
2273,Virginia,BPLD,1930,1930 5%,3847.169999999994
2274,Louisiana,BPLD,1930,1930 5%,1749.3899999999999
2275,New Hampshire,BPLD,1930,1930 5%,460.0
2276,North Carolina,BPLD,1930,1930 5%,1999.460000000001
2277,Alabama,BPLD,1930,1930 5%,2723.309999999997
2278,Greece,BPLD,1930,1930 5%,1518.3900000000015
2279,Wales,BPLD,1930,1930 5%,1186.6400000000003
2280,French Canada,BPLD,1930,1930 5%,481.77000000000004
2281,Ireland,BPLD,1930,1930 5%,2687.7599999999966
2282,Finland,BPLD,1930,1930 5%,520.37
2283,West Virginia,BPLD,1930,1930 5%,3146.569999999997
2284,District of Columbia,BPLD,1930,1930 5%,339.33000000000004
2285,Utah,BPLD,1930,1930 5%,4109.449999999991
2286,"United States, ns",BPLD,1930,1930 5%,2027.5499999999995
2287,Georgia,BPLD,1930,1930 5%,2142.2499999999986
2288,Norway,BPLD,1930,1930 5%,1322.4100000000003
2289,Czechoslovakia,BPLD,1930,1930 5%,1025.2500000000002
2290,Abroad (US citizen),BPLD,1930,1930 5%,969.7500000000002
2291,Belgium,BPLD,1930,1930 5%,283.11
2292,Hawaii,BPLD,1930,1930 5%,99.11
2293,Massachusetts,BPLD,1930,1930 5%,3489.8800000000006
2294,Denmark,BPLD,1930,1930 5%,2674.159999999998
2295,Bohemia-Moravia,BPLD,1930,1930 5%,361.9000000000001
2296,Netherlands,BPLD,1930,1930 5%,861.8699999999999
2297,Lithuania,BPLD,1930,1930 5%,183.22000000000003
2298,Rhode Island,BPLD,1930,1930 5%,301.16
2299,France,BPLD,1930,1930 5%,721.59
2300,Alsace-Lorraine,BPLD,1930,1930 5%,141.06
2301,Delaware,BPLD,1930,1930 5%,259.15
2302,Australia,BPLD,1930,1930 5%,140.01
2303,India,BPLD,1930,1930 5%,19.33
2304,Algeria,BPLD,1930,1930 5%,20.05
2305,Alaska,BPLD,1930,1930 5%,62.82000000000001
2306,Spain,BPLD,1930,1930 5%,100.20999999999998
2307,Korea,BPLD,1930,1930 5%,39.98
2308,Canada,BPLD,1930,1930 5%,200.34999999999997
2309,Latvia,BPLD,1930,1930 5%,119.58
2310,Ukraine,BPLD,1930,1930 5%,20.05
2311,Romania,BPLD,1930,1930 5%,401.0000000000001
2312,Native American,BPLD,1930,1930 5%,40.1
2313,Philippines,BPLD,1930,1930 5%,180.82
2314,Newfoundland,BPLD,1930,1930 5%,40.1
2315,Montenegro,BPLD,1930,1930 5%,20.05
2316,At sea,BPLD,1930,1930 5%,100.45
2317,Cuba,BPLD,1930,1930 5%,101.42
2318,New Zealand,BPLD,1930,1930 5%,39.870000000000005
2319,Ecuador,BPLD,1930,1930 5%,20.05
2320,"Prussia, nec",BPLD,1930,1930 5%,41.04
2321,Armenia,BPLD,1930,1930 5%,60.150000000000006
2322,"Europe, ns.",BPLD,1930,1930 5%,40.53
2323,Ontario/Upper Canada,BPLD,1930,1930 5%,39.379999999999995
2324,Libya,BPLD,1930,1930 5%,20.05
2325,Turkey,BPLD,1930,1930 5%,80.08
2326,Alsace,BPLD,1930,1930 5%,40.1
2327,Bavaria,BPLD,1930,1930 5%,60.95
2328,Central America,BPLD,1930,1930 5%,20.05
2329,Peru,BPLD,1930,1930 5%,20.05
2330,China,BPLD,1930,1930 5%,300.8199999999999
2331,Brazil,BPLD,1930,1930 5%,59.480000000000004
2332,South America,BPLD,1930,1930 5%,60.42
2333,Galicia,BPLD,1930,1930 5%,39.64
2334,"Africa, ns/nec",BPLD,1930,1930 5%,19.82
2335,Austria-Tyrol,BPLD,1930,1930 5%,99.63
2336,Syria,BPLD,1930,1930 5%,61.67
2337,Hamburg,BPLD,1930,1930 5%,19.52
2338,Nova Scotia,BPLD,1930,1930 5%,39.98
2339,"Persian Gulf States, ns",BPLD,1930,1930 5%,18.83
2340,Baden,BPLD,1930,1930 5%,20.42
2341,"Central Europe, ns",BPLD,1930,1930 5%,39.82
2342,Mecklenburg,BPLD,1930,1930 5%,19.91
2343,Saxony,BPLD,1930,1930 5%,40.9
2344,Silesia,BPLD,1930,1930 5%,19.99
2345,Argentina,BPLD,1930,1930 5%,101.76
2346,Luxembourg,BPLD,1930,1930 5%,40.55
2347,Wittenberg,BPLD,1930,1930 5%,20.99
2348,Israel,BPLD,1930,1930 5%,20.48
2349,Isle of Man,BPLD,1930,1930 5%,39.81
2350,Croatia,BPLD,1930,1930 5%,102.4
2351,Puerto Rico,BPLD,1930,1930 5%,20.48
2352,Mississippi,BPLD,1940,1940 1%,2400.0
2353,Colorado,BPLD,1940,1940 1%,488517.0
2354,Minnesota,BPLD,1940,1940 1%,7365.0
